"subj_idx","gender","year","rt","key_press","paired_colors","ismatch","acc","TaskRelevance","Identity"
22,0,20,860,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,1028,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,654,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,629,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,793,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,641,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,835,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,1213,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,744,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,550,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,609,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,758,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,777,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,538,"f","green",0,0,"TaskIrrelevant","stranger"
22,0,20,609,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,661,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,724,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,676,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,663,"j","green",1,0,"TaskIrrelevant","stranger"
22,0,20,622,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,890,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,715,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,801,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,669,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,595,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,804,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,583,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,537,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,613,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,751,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,576,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,601,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,726,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,646,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,679,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,646,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,743,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,472,"j","red",1,0,"TaskIrrelevant","self"
22,0,20,641,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,579,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,571,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,650,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,814,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,942,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,584,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,600,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,802,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,497,"f","blue",0,0,"TaskIrrelevant","friend"
22,0,20,848,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,703,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,572,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,629,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,634,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,707,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,757,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,673,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,705,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,740,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,673,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,581,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,550,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,804,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,617,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,606,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,514,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,859,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,649,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,747,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,711,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,794,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,597,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,555,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,615,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,630,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,564,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,659,"f","blue",0,0,"TaskIrrelevant","friend"
22,0,20,695,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,701,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,612,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,668,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,551,"f","green",0,0,"TaskIrrelevant","stranger"
22,0,20,599,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,679,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,912,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,536,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,637,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,798,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,799,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,765,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,740,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,668,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,719,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,659,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,833,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,726,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,775,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,619,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,663,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,596,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,562,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,614,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,862,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,1366,"j","green",1,0,"TaskIrrelevant","stranger"
22,0,20,775,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,686,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,996,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,682,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,625,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,632,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,729,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,678,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,644,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,599,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,852,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,752,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,718,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,785,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,725,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,600,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,708,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,630,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,587,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,712,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,858,"f","blue",0,0,"TaskIrrelevant","friend"
22,0,20,744,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,693,"j","blue",1,0,"TaskIrrelevant","friend"
22,0,20,626,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,798,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,640,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,767,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,533,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,750,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,NA,"null","red",0,0,"TaskIrrelevant","self"
22,0,20,652,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,491,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,732,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,611,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,602,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,653,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,653,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,634,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,651,"f","red",0,0,"TaskIrrelevant","self"
22,0,20,667,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,800,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,481,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,781,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,613,"j","green",1,0,"TaskIrrelevant","stranger"
22,0,20,729,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,599,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,852,"f","blue",0,0,"TaskIrrelevant","friend"
22,0,20,921,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,745,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,563,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,665,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,712,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,756,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,1094,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,745,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,634,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,653,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,694,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,588,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,515,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,967,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,634,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,847,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,570,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,678,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,618,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,711,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,724,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,767,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,477,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,697,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,571,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,713,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,778,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,666,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,728,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,634,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,771,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,525,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,835,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,711,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,685,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,595,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,638,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,576,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,677,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,659,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,734,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,624,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,791,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,752,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,659,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,653,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,709,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,599,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,473,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,566,"j","blue",1,0,"TaskIrrelevant","friend"
22,0,20,645,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,722,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,888,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,672,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,747,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,616,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,680,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,662,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,529,"j","green",1,0,"TaskIrrelevant","stranger"
22,0,20,563,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,653,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,705,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,684,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,612,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,943,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,608,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,550,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,501,"f","green",0,0,"TaskIrrelevant","stranger"
22,0,20,751,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,637,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,644,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,626,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,598,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,640,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,444,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,616,"j","green",1,0,"TaskIrrelevant","stranger"
22,0,20,627,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,644,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,655,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,616,"j","green",0,1,"TaskIrrelevant","stranger"
22,0,20,557,"f","red",1,1,"TaskIrrelevant","self"
22,0,20,547,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,570,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,626,"f","green",0,0,"TaskIrrelevant","stranger"
22,0,20,641,"j","red",0,1,"TaskIrrelevant","self"
22,0,20,777,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,628,"f","blue",1,1,"TaskIrrelevant","friend"
22,0,20,723,"j","blue",0,1,"TaskIrrelevant","friend"
22,0,20,516,"f","green",1,1,"TaskIrrelevant","stranger"
22,0,20,534,"f","red",1,1,"TaskIrrelevant","self"
23,1,24,1011,"f","red",1,0,"TaskRelevant","self"
23,1,24,1231,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,948,"f","red",0,1,"TaskRelevant","self"
23,1,24,780,"j","red",1,1,"TaskRelevant","self"
23,1,24,924,"j","green",0,0,"TaskRelevant","stranger"
23,1,24,616,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,877,"f","red",0,1,"TaskRelevant","self"
23,1,24,855,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,953,"f","green",1,0,"TaskRelevant","stranger"
23,1,24,1109,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,655,"j","red",1,1,"TaskRelevant","self"
23,1,24,711,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,938,"f","green",1,0,"TaskRelevant","stranger"
23,1,24,959,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,783,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,627,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,634,"f","red",0,1,"TaskRelevant","self"
23,1,24,725,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,508,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,680,"f","green",1,0,"TaskRelevant","stranger"
23,1,24,868,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,1329,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,811,"f","red",0,1,"TaskRelevant","self"
23,1,24,854,"j","green",0,0,"TaskRelevant","stranger"
23,1,24,774,"j","green",0,0,"TaskRelevant","stranger"
23,1,24,1035,"j","blue",0,0,"TaskRelevant","friend"
23,1,24,876,"f","red",0,1,"TaskRelevant","self"
23,1,24,1188,"j","green",0,0,"TaskRelevant","stranger"
23,1,24,1109,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,658,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,918,"j","red",1,1,"TaskRelevant","self"
23,1,24,870,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,1033,"j","red",1,1,"TaskRelevant","self"
23,1,24,648,"j","red",1,1,"TaskRelevant","self"
23,1,24,805,"f","red",0,1,"TaskRelevant","self"
23,1,24,675,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,767,"j","red",1,1,"TaskRelevant","self"
23,1,24,1013,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,691,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,879,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,818,"f","red",0,1,"TaskRelevant","self"
23,1,24,740,"f","red",0,1,"TaskRelevant","self"
23,1,24,715,"j","red",0,0,"TaskRelevant","self"
23,1,24,740,"j","red",1,1,"TaskRelevant","self"
23,1,24,841,"j","red",1,1,"TaskRelevant","self"
23,1,24,609,"f","red",0,1,"TaskRelevant","self"
23,1,24,770,"j","red",1,1,"TaskRelevant","self"
23,1,24,886,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,761,"j","red",1,1,"TaskRelevant","self"
23,1,24,810,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,742,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,682,"j","red",1,1,"TaskRelevant","self"
23,1,24,895,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,1026,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,690,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,594,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,797,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,832,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,710,"f","green",1,0,"TaskRelevant","stranger"
23,1,24,811,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,868,"f","red",0,1,"TaskRelevant","self"
23,1,24,904,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,743,"f","blue",1,0,"TaskRelevant","friend"
23,1,24,729,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,794,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,829,"f","red",0,1,"TaskRelevant","self"
23,1,24,798,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,788,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,618,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,740,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,819,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,783,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,580,"f","red",0,1,"TaskRelevant","self"
23,1,24,955,"f","green",1,0,"TaskRelevant","stranger"
23,1,24,780,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,689,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,647,"f","red",0,1,"TaskRelevant","self"
23,1,24,723,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,645,"f","red",0,1,"TaskRelevant","self"
23,1,24,795,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,906,"f","red",1,0,"TaskRelevant","self"
23,1,24,654,"f","red",0,1,"TaskRelevant","self"
23,1,24,1116,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,570,"j","red",1,1,"TaskRelevant","self"
23,1,24,946,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,804,"f","green",1,0,"TaskRelevant","stranger"
23,1,24,831,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,752,"j","blue",0,0,"TaskRelevant","friend"
23,1,24,726,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,779,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,971,"f","green",1,0,"TaskRelevant","stranger"
23,1,24,695,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,930,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,847,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,634,"f","red",0,1,"TaskRelevant","self"
23,1,24,891,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,705,"f","red",1,0,"TaskRelevant","self"
23,1,24,676,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,817,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,818,"j","red",1,1,"TaskRelevant","self"
23,1,24,644,"j","red",1,1,"TaskRelevant","self"
23,1,24,693,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,804,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,679,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,765,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,742,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,717,"j","red",1,1,"TaskRelevant","self"
23,1,24,746,"f","red",0,1,"TaskRelevant","self"
23,1,24,862,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,716,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,959,"f","red",0,1,"TaskRelevant","self"
23,1,24,654,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,810,"j","red",1,1,"TaskRelevant","self"
23,1,24,607,"j","blue",0,0,"TaskRelevant","friend"
23,1,24,984,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,733,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,713,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,747,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,628,"j","red",1,1,"TaskRelevant","self"
23,1,24,918,"f","red",0,1,"TaskRelevant","self"
23,1,24,1055,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,1036,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,672,"j","red",1,1,"TaskRelevant","self"
23,1,24,833,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,1068,"f","green",1,0,"TaskRelevant","stranger"
23,1,24,671,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,1142,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,774,"j","red",1,1,"TaskRelevant","self"
23,1,24,873,"f","red",0,1,"TaskRelevant","self"
23,1,24,1032,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,860,"f","red",0,1,"TaskRelevant","self"
23,1,24,1008,"j","red",1,1,"TaskRelevant","self"
23,1,24,763,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,609,"j","red",1,1,"TaskRelevant","self"
23,1,24,841,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,659,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,853,"f","red",0,1,"TaskRelevant","self"
23,1,24,1127,"f","green",1,0,"TaskRelevant","stranger"
23,1,24,725,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,693,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,851,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,800,"f","red",0,1,"TaskRelevant","self"
23,1,24,1050,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,859,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,661,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,694,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,921,"f","red",0,1,"TaskRelevant","self"
23,1,24,852,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,783,"j","red",1,1,"TaskRelevant","self"
23,1,24,640,"j","red",1,1,"TaskRelevant","self"
23,1,24,605,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,731,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,827,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,719,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,712,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,801,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,721,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,664,"j","red",1,1,"TaskRelevant","self"
23,1,24,605,"j","red",1,1,"TaskRelevant","self"
23,1,24,1179,"j","green",0,0,"TaskRelevant","stranger"
23,1,24,901,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,769,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,783,"f","red",0,1,"TaskRelevant","self"
23,1,24,660,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,646,"j","red",1,1,"TaskRelevant","self"
23,1,24,751,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,1215,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,765,"f","red",0,1,"TaskRelevant","self"
23,1,24,796,"f","red",0,1,"TaskRelevant","self"
23,1,24,862,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,764,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,724,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,728,"f","red",0,1,"TaskRelevant","self"
23,1,24,928,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,699,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,654,"f","red",0,1,"TaskRelevant","self"
23,1,24,835,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,1043,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,736,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,746,"j","red",1,1,"TaskRelevant","self"
23,1,24,689,"f","red",0,1,"TaskRelevant","self"
23,1,24,801,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,722,"j","red",1,1,"TaskRelevant","self"
23,1,24,742,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,717,"j","red",1,1,"TaskRelevant","self"
23,1,24,879,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,680,"j","red",1,1,"TaskRelevant","self"
23,1,24,650,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,846,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,697,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,702,"f","red",0,1,"TaskRelevant","self"
23,1,24,1050,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,834,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,915,"f","green",0,1,"TaskRelevant","stranger"
23,1,24,936,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,849,"j","blue",1,1,"TaskRelevant","friend"
23,1,24,633,"f","red",1,0,"TaskRelevant","self"
23,1,24,871,"f","blue",0,1,"TaskRelevant","friend"
23,1,24,1039,"f","red",0,1,"TaskRelevant","self"
23,1,24,772,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,764,"j","green",1,1,"TaskRelevant","stranger"
23,1,24,601,"f","red",0,1,"TaskRelevant","self"
23,1,24,814,"f","red",0,1,"TaskRelevant","self"
